1 2 0 0
1 0 2 3
1 6 2 3
1 7 2 0
1 8 2 3
1 0 3 0
1 2 3 5
1 6 3 3
1 7 3 0
1 8 3 3
1 0 5 0
1 0 6 6
1 2 6 1
1 0 9 3
1 1 9 4
1 1 10 17
1 2 9 0
1 4 9 2
1 8 9 0
1 10 9 1
1 0 10 3
1 2 10 0
1 8 10 0
1 9 10 0
1 10 10 0
2 2 1 6
2 2 2 0
2 2 3 0
2 4 1 4
2 4 2 0
2 4 3 0
2 6 0 5
2 6 1 5
2 6 2 5
2 7 0 6
2 7 1 6
2 7 2 6
2 8 0 0
2 8 1 0
2 8 2 0
2 9 0 2
2 9 1 1
2 5 8 3
2 5 9 3
2 5 10 3
2 4 8 4
2 4 9 4
2 4 10 4
2 2 8 0
2 2 9 0
2 2 10 5
3 0 0 7
3 2 0 0
3 1 1 0
3 0 2 0
3 8 2 0
3 8 3 0
3 8 4 0
3 6 9 6
3 8 9 0
3 6 10 5
3 7 10 4
3 8 10 0
4 2 4 3
4 2 5 3
4 8 4 3
4 8 5 3
4 4 7 5
4 6 7 5
4 4 9 0
4 6 9 0
4 4 4 6
4 6 4 6
5 0 0 10
5 2 0 3
5 4 0 4
5 4 3 8
5 9 0 0
5 10 0 1
5 2 1 5
5 10 1 0
5 0 5 5
5 0 6 6
5 7 9 6
5 7 10 0
6 0 0 11
6 3 0 6
6 5 0 0
6 7 0 12
6 9 0 4
6 10 0 4
6 1 1 0
6 3 1 5
6 6 1 0
6 10 1 4
6 0 2 0
6 7 2 0
6 4 5 0
6 5 5 0
6 6 5 0
7 3 2 6
7 5 4 13
7 7 2 5
7 2 6 3
7 3 6 5
7 7 6 6
7 8 6 3
7 2 7 0
7 3 7 3
7 7 7 3
7 8 7 0
7 3 8 1
7 4 8 1
7 5 8 4
7 6 8 1
7 7 8 1
8 8 0 0
8 10 2 5
8 4 4 3
8 2 5 3
8 4 5 6
9 0 0 14
9 1 0 0
9 0 1 0
9 10 2 0
9 10 3 0
9 10 4 3
9 0 6 6
9 2 6 5
9 10 6 3
9 1 8 3
9 10 7 0
9 10 8 0
9 0 9 1
9 2 9 3
9 1 10 1
9 4 10 4
9 6 10 4
9 0 10 18
10 3 0 6
10 7 0 5
10 10 2 4
10 4 4 0
10 5 4 0
10 6 4 0
10 10 4 0
10 10 5 0
10 2 8 3
10 3 8 6
10 4 8 5
10 10 8 0
10 2 9 3
10 3 9 6
10 4 9 5
10 10 9 0
10 2 10 3
10 3 10 6
10 4 10 5
10 6 10 1
10 8 10 1
10 10 10 3
11 0 0 3
11 0 1 3
11 0 2 3
11 2 0 0
11 2 1 0
11 2 2 0
11 4 0 1
11 4 1 1
11 4 2 1
11 4 9 3
11 9 0 9
11 6 9 3
11 6 0 2
11 6 1 2
11 6 2 2
11 8 0 4
11 10 0 4
11 0 6 6
11 0 7 6
11 0 8 6
11 4 6 4
11 6 6 4
11 10 6 5
11 10 7 5
11 10 8 5
12 1 0 6
12 0 1 5
12 9 0 4
12 10 1 4
12 5 3 0
12 5 4 0
12 5 5 3
12 5 6 3
12 0 8 6
12 10 8 5
12 10 0 15
13 0 3 4
13 7 10 11
13 8 4 5
13 8 5 5
13 8 6 5
13 10 6 6
13 10 7 6
13 10 8 6
13 4 9 4
14 2 1 4
14 8 1 4
14 5 3 16
14 2 5 3
14 8 5 3
15 4 4 5
15 4 5 5
15 6 4 6
15 6 5 6
19 2 7 19
19 8 7 20
20 1 0 5
20 3 0 3
20 5 0 2
20 7 0 3
20 9 0 5
20 0 1 4
20 2 1 0
20 4 1 1
20 6 1 1
20 8 1 0
20 10 1 4
20 1 2 6
20 9 2 6
20 0 3 3
20 2 3 0
20 8 3 0
20 10 3 3
20 1 4 1
20 9 4 1
20 0 5 2
20 10 5 2
20 1 6 1
20 9 6 1
20 0 7 3
20 2 7 0
20 8 7 0
20 10 7 3
20 1 8 6
20 9 8 6
20 0 9 4
20 2 9 0
20 4 9 1
20 6 9 1
20 8 9 0
20 10 9 4
20 1 10 5
20 3 10 3
20 5 10 2
20 7 10 3
20 9 10 5
